0.0,-0.11929332,0.082857,-0.0684196
0.018,0.023416687,-0.199368,-0.1206046
0.038,-0.1917133,-0.0023430001,-0.0950446
0.059,-0.1363333,-0.0034080006,-0.08865459
0.078,-0.10544831,0.029607,-0.050314594
0.097,-0.2460283,0.121197,-0.0673546
0.121,-0.2481583,0.103092,-0.107824594
0.137,0.14056669,0.082857,-0.056704596
0.157,0.4547417,0.033866998,-0.033274595
0.177,0.115006685,0.0125669995,-0.010909593
0.197,-0.27797833,0.006177,-0.0034545935
0.217,-0.06710831,-0.049203,-0.072679594
0.236,0.36954167,-0.088608004,-0.0769396
0.26,0.39723167,-0.113103,-0.051379595
0.279,-0.033028316,-0.079023,-0.059899595
0.3,-0.30779833,-0.0119280005,-0.057769597
0.316,-0.023443311,-0.008733,-0.0758746
0.336,0.2183117,-0.042813003,-0.053509597
0.357,0.018091688,-0.051333003,-0.014104594
0.377,-0.17999831,-0.020448,-0.023689592
0.396,-0.072433315,-0.020448,-0.031144593
0.416,0.09264169,-0.065178,-0.005584594
0.436,0.077731684,-0.075828,0.030625409
0.457,0.0010516874,-0.044943,0.058315404
0.477,-0.042613313,8.5199974E-4,0.07961541
0.498,0.034066685,0.005112,0.0923954
0.515,0.08625168,8.5199974E-4,0.086005405
0.535,0.017026687,0.028542,0.051925406
0.555,-0.019183312,0.037061997,0.026365407
0.575,0.006376688,0.038126998,0.009325406
0.595,-0.0074683125,0.015762,-0.023689592
0.615,-0.035158314,0.009372,-0.020494593
0.635,-0.042613313,0.004047,-0.0013245936
0.656,-0.073498316,-0.021513,8.054066E-4
0.675,-0.116098315,-0.059853002,-0.016234593
0.694,-0.09692831,-0.103518,-0.054574594
0.714,-0.030898312,-0.174873,-0.0950446
0.734,-0.020248313,-0.194043,-0.117409594
0.754,-0.15017831,-0.156768,-0.1024996
0.774,-0.2417683,-0.116298005,-0.090784594
0.794,-0.20342831,-0.155703,-0.101434596
0.814,-0.22153331,-0.20575799,-0.14190459
0.834,-0.25135332,-0.230253,-0.1781146
0.856,-0.32803333,-0.22066799,-0.1685296
0.877,-0.3610483,-0.20469299,-0.17278959
0.893,-0.32164332,-0.25900802,-0.1994146
0.912,-0.3046033,-0.296283,-0.22816959
0.933,-0.3290983,-0.30906302,-0.27183458
0.953,-0.3067333,-0.328233,-0.32721457
0.972,-0.2705233,-0.32503802,-0.34425458
0.992,-0.28969333,-0.292023,-0.3367996
1.012,-0.29182333,-0.212148,-0.4006996
1.033,-0.37595832,-0.018318,-0.5434096
1.056,-0.64114326,0.210657,-0.7127446
1.071,-0.9893983,0.362952,-0.8863396
1.092,-1.1299783,0.451347,-1.1057296
1.111,-1.0948334,0.483297,-1.2857145
1.131,-0.9744883,0.421527,-1.2889096
1.151,-0.81047827,0.15314701,-1.1089245
1.171,-0.5548783,-0.20469299,-0.8916646
1.191,-0.024508312,-0.454968,-0.6733396
1.211,0.6453767,-0.78298795,-0.36235958
1.233,1.0671166,-1.105683,-0.019429592
1.256,0.9606167,-1.116333,0.0828104
1.27,0.7028867,-0.990663,0.048730407
1.29,0.8285567,-0.93634796,0.09772041
1.31,0.94251174,-0.95658296,0.1680104
1.33,0.6826517,-0.903333,0.1712054
1.35,0.3162917,-0.781923,0.09985041
1.369,0.2193767,-0.702048,-0.0023895935
1.389,0.28327668,-0.59874296,-0.101434596
1.411,0.2491967,-0.508218,-0.1269946
1.43,-0.117163315,-0.536973,-0.0673546
1.453,-0.9851383,-0.57850796,-0.08971959
1.469,-2.4037182,-0.527388,-0.11527959
1.489,-3.6966283,-0.317583,-0.1663996
1.509,-4.410178,-0.302673,-0.3123046
1.529,-5.2121234,-0.410238,-0.2313646
1.549,-5.5081935,-0.328233,-0.023689592
1.569,-4.6711035,-0.625368,0.07322541
1.588,-3.9234734,-1.350633,0.59507537
1.611,-3.3941684,-1.544463,1.0700655
1.632,-2.7061784,-1.019418,0.6941204
1.654,-2.3387535,-0.886293,-0.11527959
1.668,-2.9702983,-0.974688,0.16588041
1.687,-2.8808384,-0.926763,0.30539542
1.708,-1.9361833,-0.913983,0.2287154
1.727,-0.9968533,-0.57105297,0.5290454
1.747,-0.48032832,1.272462,-0.005584594
1.767,0.1863617,2.454612,0.38420543
1.788,-0.8797033,1.7751421,0.80381536
1.811,-1.8605684,1.7506471,-0.1525546
1.826,-1.7380934,1.546167,0.0103904065
1.852,-1.2609733,1.242642,0.37142542
1.868,-0.67735326,1.3651171,0.7814504
1.887,0.68904173,1.398132,0.8027504
1.906,0.37912667,1.2362521,0.6898604
1.926,-0.8349733,0.895452,0.8187254
1.946,0.08305669,0.68351704,0.6760154
1.967,1.2087617,0.753807,0.5673854
1.989,1.0383617,0.76445705,0.5215904
2.011,-0.8520133,0.97639203,0.62702537
2.025,-2.9543233,0.72824705,0.7122254
2.048,-2.6231084,0.18722701,1.5983055
2.067,-0.11290331,0.021087,1.7974604
2.118,2.3131666,0.248997,1.6196054
2.175,2.6507716,0.504597,1.6377105
2.177,1.0159967,0.608967,1.7048055
2.232,-0.010663312,0.743157,1.5024555
2.234,-0.12887831,0.906102,1.4854155
2.235,-0.20129831,0.96893704,1.1701754
2.286,-0.1714783,1.046682,0.7952954
2.287,-0.47606832,0.979587,0.47792542
2.291,-1.0000484,0.697362,0.23617041
2.293,-1.4462833,0.423657,0.043405406
2.303,-1.1278484,0.100962,-0.3048496
2.308,0.087316684,0.125457,-0.90870464
2.324,0.088381685,0.254322,-0.9012496
2.343,-0.3450733,0.113742,-0.8905996
2.366,0.5229017,-0.18445799,-0.8969896
2.388,0.38125667,-0.25474802,-0.7979446
2.403,-0.27584833,-0.114168,-0.7691896
2.423,-0.050068315,0.004047,-0.6094396
2.442,-0.013858313,0.299052,-0.39537457
2.463,-0.64114326,0.610032,-0.2803546
2.485,-0.7987633,0.525897,-0.1493596
2.509,-0.4494433,0.700557,-0.101434596
2.522,-0.39086834,0.69949204,-0.027949594
2.544,-0.23963831,0.589797,0.057250407
2.562,0.7241867,0.678192,0.18398541
2.583,1.9223117,0.846462,0.1775954
2.601,1.7753416,1.170222,0.21913041
2.622,1.1810716,1.4620321,0.031690404
2.642,1.6880116,1.183002,-0.005584594
2.662,0.9158867,0.618552,-0.016234593
2.681,-2.0213833,0.61109704,-0.4230646
2.705,-3.8904583,0.439632,-0.6807946
2.721,-3.3238783,0.285207,-0.4997446
2.741,-1.0905733,0.024282,-0.37194458
2.766,-0.021313312,0.075402,-0.1046296
2.78,-0.43985832,0.229827,-0.037534595
2.801,-0.9723583,0.35230199,0.087070405
2.82,-0.6230383,0.428982,-0.022624593
2.84,-0.6933283,0.128652,-0.2941996
2.86,-1.6379833,0.18403201,-0.74788964
2.88,-2.1651583,0.096701995,-0.9236146
2.902,-1.8829334,0.138237,-0.8256346
2.954,-0.9659683,0.287337,-0.7372396
2.996,0.1629317,0.584472,-0.5774896
2.999,0.6879767,0.772977,-0.5114596
3.048,0.5314217,0.854982,-0.5998546
3.05,0.5037317,0.899712,-0.6019846
3.097,0.5772167,0.94550705,-0.6083746
3.101,0.46858668,0.983847,-0.5753596
3.102,0.36954167,0.98171705,-0.5636446
3.111,0.6379217,1.022187,-0.5476696
3.112,0.8615717,1.060527,-0.6094396
3.128,0.9073667,1.055202,-0.72339463
3.144,0.8796767,1.1553121,-0.8416096
3.158,0.5569817,1.2447721,-0.9076396
3.18,0.1480217,1.295892,-1.0684545
3.198,-0.11929332,1.267137,-1.1802795
3.218,0.07666668,1.142532,-1.2516346
3.238,0.3162917,1.1712871,-1.3347045
3.257,0.1256567,1.223472,-1.4518546
3.278,-0.106513314,1.175547,-1.1674995
3.298,-0.012793313,1.269267,-0.9140296
3.321,-0.2140783,1.191522,-0.6626896
3.344,-0.1959733,0.910362,-0.7627996
3.357,0.19168669,0.672867,-1.1291596
3.376,0.039391685,0.455607,-1.4454645
3.396,-0.7263433,0.376797,-1.5594195
3.416,-0.8339083,0.471582,-1.7095846
3.437,-0.67735326,0.66008705,-1.7649646
3.456,-0.7124983,0.907167,-1.6680496
3.476,-0.89035326,1.105257,-1.4933896
3.497,-0.9137833,1.1883271,-1.3581345
3.519,-0.5804383,1.1798071,-1.2324646
3.542,-0.48032832,1.256487,-1.0759095
3.556,-0.74977326,1.382157,-0.9513046
3.576,-0.80195826,1.456707,-0.88420963
3.595,-0.5218633,1.4769421,-0.9395896
3.615,-0.17999831,1.451382,-1.0631295
3.636,-0.0032083127,1.424757,-1.1461996
3.655,0.071341686,1.3321021,-1.2122296
3.677,0.25878167,1.289502,-1.2782595
3.698,0.28753668,1.3331671,-1.3080796
3.716,-0.035158314,1.3246471,-1.2303345
3.739,-0.29714832,1.274592,-1.1398096
3.754,-0.32164332,1.289502,-1.0961446
3.774,-0.35146332,1.282047,-1.1004045
3.794,-0.5261233,1.1957821,-1.0365045
3.814,-0.5069533,1.074372,-0.97260463
3.834,-0.5176033,1.036032,-0.9268096
3.854,-0.5964133,1.029642,-0.9214846
3.874,-0.5197333,1.054137,-0.95236963
3.897,-0.47287333,1.102062,-0.94491464
3.913,-0.6049333,1.071177,-0.9076396
3.94,-0.5740483,1.022187,-0.8852746
3.953,-0.40045333,0.998757,-0.9385246
3.974,-0.45689833,1.041357,-0.9821896
3.993,-0.7423183,1.112712,-1.0066845
4.013,-0.87437826,1.022187,-0.9715396
4.032,-0.8594683,0.97319704,-0.9576946
4.053,-0.9957883,1.020057,-0.9481096
4.076,-1.1225233,1.056267,-0.9225496
4.097,-1.0607533,1.046682,-0.8703646
4.112,-0.9979183,1.039227,-0.8458696
4.139,-0.8722483,1.012602,-0.8426746
4.153,-0.7071733,1.0509421,-0.81178963
4.172,-0.5271883,1.113777,-0.7723846
4.192,-0.29608333,1.143597,-0.74788964
4.212,-0.16508831,1.196847,-0.7777096
