0.044,-0.384515,0.69578,9.173193
0.046,-0.2815085,0.2717765,9.793628
0.047,0.0251155,0.2238665,10.052341
0.048,-0.331814,0.9568895,9.901425
0.05,-0.518663,1.304237,9.762486
0.052,-0.1042415,1.682726,9.731344
0.054,0.003556,1.2108124,9.726554
0.055,-1.290014,0.6790115,9.810396
0.057,0.085003,1.3210055,9.400765
0.058,-0.5306405,0.403529,9.779255
0.238,-0.6504155,0.187934,9.963708
0.24,-0.403679,0.3580145,9.798418
0.241,-0.7989365,0.331664,9.932567
0.242,-0.6935345,-0.046825,10.155348
0.243,-0.8037275,0.1232555,9.863097
0.245,-0.619274,0.729317,9.11091
0.246,-0.4875215,1.4455715,8.559945
0.256,-0.418052,0.7125485,9.400765
0.257,-0.197666,0.1040915,10.150557
0.258,-0.31265,0.3340595,9.719367
0.44,-0.3581645,0.9664715,9.053418
0.441,-0.16892,1.069478,9.168402
0.443,-0.1856885,0.369992,10.002036
0.444,-0.3821195,0.101696,10.143371
0.446,-0.5162675,0.6263105,9.585219
0.447,-0.3773285,0.7125485,9.407952
0.448,-0.489917,0.4346705,9.779255
0.449,-0.6743705,0.235844,9.908611
0.451,-0.7126985,0.422693,9.693016
0.452,-0.614483,0.5017445,9.870283
0.638,-0.580946,0.6215195,9.946939
0.639,-0.69593,0.6167285,9.89903
0.64,-0.6120875,0.619124,9.970895
0.642,-0.451589,0.8514875,9.671457
0.644,-0.5018945,0.853883,9.609174
0.645,-0.355769,0.7077575,9.659479
0.646,-0.3054635,0.604751,9.558868
0.647,-0.164129,0.5017445,9.597197
0.648,-0.0850775,0.317291,9.704994
0.65,-0.1665245,0.4250885,9.642711
0.838,-0.1473605,0.513722,9.52054
0.84,-0.0731,0.475394,9.37202
0.841,-0.039563,0.326873,9.439094
0.843,0.3365305,0.125651,9.561264
0.844,0.573685,0.1903295,9.616361
0.846,0.573685,0.183143,9.4726305
0.846,0.334135,0.0418085,9.383997
0.847,0.2407105,0.278963,9.292968
0.849,0.209569,0.40832,9.245058
0.852,0.1928005,0.437066,9.312132
1.039,0.11854,0.3484325,9.434302
1.04,-0.1521515,0.3340595,9.6834345
1.041,-0.0850775,0.317291,9.805605
1.043,-0.034772,0.2526125,10.004432
1.044,-0.0611225,0.2047025,10.52665
1.045,0.099376,0.111278,10.960236
1.047,0.2407105,0.0561815,11.190204
1.048,0.5137975,-0.0348475,11.424963
1.05,1.02883,0.302918,11.283628
1.052,1.0360165,0.710153,10.541023
1.239,0.463492,0.7939955,9.963708
1.24,0.425164,-0.123481,10.09067
1.242,0.540148,-1.2996715,10.140975
1.243,-0.015608,-1.93927,9.764881
1.244,-1.519982,-2.1524694,9.503772
1.245,-2.2458186,-2.566891,9.721763
1.246,-2.061365,-3.3550105,9.978081
1.248,-2.7872014,-3.2016985,10.37813
1.25,-2.794388,-2.5549135,10.495509
1.251,-1.1965895,-2.638756,10.217631
1.439,-0.3150455,-2.1237235,10.186489
1.44,-0.2335985,-2.504608,10.438017
1.441,-0.2335985,-2.423161,10.445204
1.442,0.267061,-2.1955886,9.887052
1.444,0.7246015,-2.2195435,9.266618
1.445,0.6719005,-2.456698,9.257035
1.446,0.573685,-2.461489,9.103724
1.448,0.2934115,-1.618273,8.67972
1.449,-0.0754955,-0.995443,8.715652
1.451,0.1975915,-1.0697035,8.890524
1.639,0.530566,-1.6781605,8.82345
1.64,0.703042,-2.5405405,8.91927
1.641,0.578476,-3.4172935,8.98874
1.642,-0.068309,-3.553837,8.641392
1.644,0.1209355,-3.9826314,7.9443016
1.645,0.8851,-4.876153,7.352613
1.647,1.0599715,-6.140977,6.748947
1.649,2.0517085,-8.11966,6.61959
1.65,4.3178515,-8.488567,6.5022106
1.652,6.0809393,-6.0762987,7.558626
1.839,5.8749266,-4.464127,6.9525647
1.84,6.710956,-6.701524,7.0292206
1.842,7.041535,-7.8322,7.366986
1.843,7.314622,-7.971139,6.8806996
1.844,12.941651,-9.62643,11.949577
1.845,11.813371,-2.3920195,14.301958
1.846,1.4145055,-3.7862005,8.603064
1.848,2.9284616,-6.126604,5.838657
1.849,1.838509,-7.2213473,4.6768394
1.851,0.4179775,-11.248183,4.5235276
1.857,2.327191,-10.816993,4.540296
2.053,1.929538,-12.563313,5.551197
2.054,1.3474315,-9.209613,3.2299576
2.055,1.5151165,-4.7348185,2.1663556
2.056,2.078059,-9.303037,4.238463
2.057,1.196515,-11.935692,3.8144596
2.058,0.3269485,-7.6285825,1.9028505
2.059,0.458701,-6.979402,2.4059055
2.059,-0.8564285,-7.032103,1.6441365
2.06,-2.8782306,-9.362925,1.871709
2.061,-1.7523454,-16.297897,3.3209865
2.49,-1.409789,-8.469403,8.890524
2.492,-4.212524,-10.431317,3.3209865
2.494,-3.7981026,-11.935692,3.630006
2.496,-1.529564,-8.0070715,5.498496
2.498,-1.917635,-6.9482603,5.4002805
2.499,-2.4662044,-9.813278,6.8375807
2.5,-1.951172,-10.443295,6.806439
2.501,-2.1931176,-8.301718,6.729783
2.503,-2.813552,-8.45503,6.1716313
2.504,-2.2362366,-10.7858515,5.464959
2.689,-2.722523,-10.055224,5.445795
2.691,-3.3237934,-9.643198,5.37393
2.693,-3.1944366,-11.511688,6.1428857
2.694,-3.2950475,-13.3682,7.156182
2.696,-3.4196136,-11.106849,8.238948
2.698,-2.7009635,-5.9900603,8.035331
2.699,-4.48082,-7.6237917,5.445795
2.701,-6.186416,-9.164098,1.512384
2.702,-3.968183,-2.3680644,0.012801
2.704,-4.6029906,-2.2578714,2.1998925
2.887,-5.999567,-8.124451,1.5004065
